territory_id,datum,year,month,hcp_tier,rep_tenure,calls,samples_dropped,digital_touches,competitor_share,market_access,seasonality_idx,base_rx,rx_volume
TER_057,2018-04-30,2018,4,2,1,2,2,1,0.612,5,1.104,724.69,220.91
TER_057,2018-05-31,2018,5,2,1,9,17,6,0.777,5,1.06,724.69,400.26
TER_057,2018-06-30,2018,6,2,1,6,9,5,0.1,5,1.0,724.69,474.24
TER_057,2018-07-31,2018,7,2,1,4,7,4,0.523,5,0.94,724.69,296.81
TER_057,2018-08-31,2018,8,2,1,6,9,2,0.203,5,0.896,724.69,484.24
TER_057,2018-09-30,2018,9,2,1,6,9,5,0.514,5,0.88,724.69,351.62
TER_057,2018-10-31,2018,10,2,1,9,14,7,0.25,5,0.896,724.69,565.12
TER_057,2018-11-30,2018,11,2,1,4,7,2,0.21,5,0.94,724.69,377.49
TER_057,2018-12-31,2018,12,2,1,6,7,5,0.455,5,1.0,724.69,332.97
TER_057,2019-01-31,2019,1,2,1,9,11,5,0.805,5,1.06,724.69,362.81
TER_057,2019-02-28,2019,2,2,1,5,5,2,0.85,5,1.104,724.69,264.29
TER_057,2019-03-31,2019,3,2,1,3,4,3,0.45,5,1.12,724.69,330.18
TER_057,2019-04-30,2019,4,2,1,7,6,7,0.15,5,1.104,724.69,491.56
TER_057,2019-05-31,2019,5,2,1,4,4,4,0.1,5,1.06,724.69,445.86
TER_057,2019-06-30,2019,6,2,1,6,7,5,0.147,5,1.0,724.69,427.3
TER_057,2019-07-31,2019,7,2,1,5,7,2,0.508,5,0.94,724.69,273.5
TER_057,2019-08-31,2019,8,2,1,6,12,4,0.307,5,0.896,724.69,418.09
TER_057,2019-09-30,2019,9,2,1,6,9,5,0.85,5,0.88,724.69,264.74
TER_057,2019-10-31,2019,10,2,1,5,9,5,0.174,5,0.896,724.69,440.45
TER_058,2014-01-31,2014,1,2,2,9,14,5,0.702,9,1.06,723.94,468.65
TER_058,2014-02-28,2014,2,2,2,2,4,2,0.476,9,1.104,723.94,369.03
TER_058,2014-03-31,2014,3,2,2,9,9,3,0.476,9,1.12,723.94,551.72
TER_058,2014-04-30,2014,4,2,2,8,12,5,0.768,9,1.104,723.94,408.72
TER_058,2014-05-31,2014,5,2,2,10,15,5,0.197,9,1.06,723.94,677.25
TER_058,2014-06-30,2014,6,2,2,4,6,3,0.538,9,1.0,723.94,413.16
TER_058,2014-07-31,2014,7,2,2,4,6,3,0.121,9,0.94,723.94,493.91
TER_058,2014-08-31,2014,8,2,2,4,7,1,0.171,9,0.896,723.94,401.5
TER_058,2014-09-30,2014,9,2,2,4,6,4,0.492,9,0.88,723.94,388.17
TER_058,2014-10-31,2014,10,2,2,6,5,4,0.486,9,0.896,723.94,436.72
TER_058,2014-11-30,2014,11,2,2,7,9,4,0.424,9,0.94,723.94,477.47
TER_058,2014-12-31,2014,12,2,2,7,13,4,0.53,9,1.0,723.94,461.67
TER_058,2015-01-31,2015,1,2,2,5,6,1,0.254,9,1.06,723.94,518.85
TER_058,2015-02-28,2015,2,2,2,11,17,6,0.392,9,1.104,723.94,621.86
TER_058,2015-03-31,2015,3,2,2,9,14,6,0.662,9,1.12,723.94,544.23
TER_058,2015-04-30,2015,4,2,2,5,8,2,0.497,9,1.104,723.94,463.57
TER_058,2015-05-31,2015,5,2,2,11,14,7,0.434,9,1.06,723.94,602.12
TER_058,2015-06-30,2015,6,2,2,3,2,3,0.356,9,1.0,723.94,411.6
TER_058,2015-07-31,2015,7,2,2,6,6,2,0.446,9,0.94,723.94,410.8
TER_058,2015-08-31,2015,8,2,2,6,10,2,0.652,9,0.896,723.94,465.41
TER_058,2015-09-30,2015,9,2,2,5,9,2,0.73,9,0.88,723.94,368.21
TER_058,2015-10-31,2015,10,2,2,6,10,1,0.244,9,0.896,723.94,533.07
TER_058,2015-11-30,2015,11,2,2,7,10,4,0.454,9,0.94,723.94,529.11
TER_058,2015-12-31,2015,12,2,2,8,10,8,0.13,9,1.0,723.94,638.78
TER_058,2016-01-31,2016,1,2,2,8,11,5,0.256,9,1.06,723.94,551.2
TER_058,2016-02-29,2016,2,2,2,9,15,6,0.447,9,1.104,723.94,528.26
TER_058,2016-03-31,2016,3,2,2,7,9,7,0.201,9,1.12,723.94,640.85
TER_058,2016-04-30,2016,4,2,2,6,10,4,0.319,9,1.104,723.94,545.74
TER_058,2016-05-31,2016,5,2,2,3,4,3,0.11,9,1.06,723.94,428.81
TER_058,2016-06-30,2016,6,2,2,5,9,0,0.445,9,1.0,723.94,448.27
TER_058,2016-07-31,2016,7,2,2,5,3,3,0.634,9,0.94,723.94,326.86
TER_058,2016-08-31,2016,8,2,2,5,8,4,0.128,9,0.896,723.94,511.53
TER_058,2016-09-30,2016,9,2,2,6,9,7,0.188,9,0.88,723.94,566.68
TER_058,2016-10-31,2016,10,2,2,2,0,4,0.38,9,0.896,723.94,341.54
TER_058,2016-11-30,2016,11,2,2,5,6,4,0.1,9,0.94,723.94,526.26
TER_058,2016-12-31,2016,12,2,2,6,8,5,0.509,9,1.0,723.94,445.54
TER_058,2017-01-31,2017,1,2,2,6,10,3,0.492,9,1.06,723.94,452.2
TER_058,2017-02-28,2017,2,2,2,6,8,4,0.496,9,1.104,723.94,422.62
TER_058,2017-03-31,2017,3,2,2,6,9,7,0.184,9,1.12,723.94,493.32
TER_058,2017-04-30,2017,4,2,2,4,6,1,0.369,9,1.104,723.94,408.78
TER_058,2017-05-31,2017,5,2,2,7,9,5,0.398,9,1.06,723.94,490.81
TER_058,2017-06-30,2017,6,2,2,5,9,3,0.407,9,1.0,723.94,436.15
TER_058,2017-07-31,2017,7,2,2,6,10,9,0.198,9,0.94,723.94,547.69
TER_058,2017-08-31,2017,8,2,2,14,18,12,0.551,9,0.896,723.94,618.55
TER_058,2017-09-30,2017,9,2,2,7,9,5,0.264,9,0.88,723.94,548.79
TER_058,2017-10-31,2017,10,2,2,4,4,5,0.204,9,0.896,723.94,453.43
TER_058,2017-11-30,2017,11,2,2,1,1,1,0.832,9,0.94,723.94,235.81
TER_058,2017-12-31,2017,12,2,2,8,12,2,0.419,9,1.0,723.94,517.31
TER_058,2018-01-31,2018,1,2,2,4,3,3,0.595,9,1.06,723.94,300.54
TER_058,2018-02-28,2018,2,2,2,5,6,2,0.397,9,1.104,723.94,432.51
TER_058,2018-03-31,2018,3,2,2,4,3,3,0.276,9,1.12,723.94,469.95
TER_058,2018-04-30,2018,4,2,2,5,6,1,0.278,9,1.104,723.94,455.95
TER_058,2018-05-31,2018,5,2,2,6,4,1,0.443,9,1.06,723.94,452.24
TER_058,2018-06-30,2018,6,2,2,7,11,2,0.612,9,1.0,723.94,473.62
TER_058,2018-07-31,2018,7,2,2,8,12,5,0.85,9,0.94,723.94,400.92
TER_058,2018-08-31,2018,8,2,2,5,12,2,0.337,9,0.896,723.94,548.19
TER_058,2018-09-30,2018,9,2,2,7,8,4,0.242,9,0.88,723.94,526.75
TER_058,2018-10-31,2018,10,2,2,13,21,6,0.675,9,0.896,723.94,585.18
TER_058,2018-11-30,2018,11,2,2,9,13,3,0.446,9,0.94,723.94,555.81
TER_058,2018-12-31,2018,12,2,2,6,10,6,0.705,9,1.0,723.94,484.27
TER_058,2019-01-31,2019,1,2,2,5,7,1,0.1,9,1.06,723.94,619.67
TER_058,2019-02-28,2019,2,2,2,11,15,3,0.567,9,1.104,723.94,507.7
TER_058,2019-03-31,2019,3,2,2,8,9,8,0.798,9,1.12,723.94,402.08
TER_058,2019-04-30,2019,4,2,2,5,11,2,0.706,9,1.104,723.94,442.7
TER_058,2019-05-31,2019,5,2,2,13,16,7,0.497,9,1.06,723.94,644.12
TER_058,2019-06-30,2019,6,2,2,5,6,2,0.377,9,1.0,723.94,377.53
TER_058,2019-07-31,2019,7,2,2,6,7,4,0.148,9,0.94,723.94,563.87
TER_058,2019-08-31,2019,8,2,2,9,15,6,0.554,9,0.896,723.94,523.48
TER_058,2019-09-30,2019,9,2,2,3,5,4,0.422,9,0.88,723.94,378.76
TER_058,2019-10-31,2019,10,2,2,3,2,2,0.59,9,0.896,723.94,376.37
TER_059,2014-01-31,2014,1,2,5,6,8,4,0.243,7,1.06,783.34,596.95
TER_059,2014-02-28,2014,2,2,5,11,16,6,0.156,7,1.104,783.34,746.98
TER_059,2014-03-31,2014,3,2,5,6,5,6,0.48,7,1.12,783.34,428.25
TER_059,2014-04-30,2014,4,2,5,4,2,1,0.657,7,1.104,783.34,362.05
TER_059,2014-05-31,2014,5,2,5,8,14,6,0.315,7,1.06,783.34,581.38
TER_059,2014-06-30,2014,6,2,5,7,11,8,0.127,7,1.0,783.34,664.25
TER_059,2014-07-31,2014,7,2,5,6,11,3,0.574,7,0.94,783.34,466.15
TER_059,2014-08-31,2014,8,2,5,6,8,5,0.363,7,0.896,783.34,508.34
TER_059,2014-09-30,2014,9,2,5,13,18,3,0.236,7,0.88,783.34,706.92
TER_059,2014-10-31,2014,10,2,5,6,8,5,0.591,7,0.896,783.34,386.84
TER_059,2014-11-30,2014,11,2,5,13,19,9,0.361,7,0.94,783.34,744.66
TER_059,2014-12-31,2014,12,2,5,3,0,1,0.741,7,1.0,783.34,244.78
TER_059,2015-01-31,2015,1,2,5,12,16,6,0.318,7,1.06,783.34,657.49
TER_059,2015-02-28,2015,2,2,5,9,14,5,0.658,7,1.104,783.34,568.04
TER_059,2015-03-31,2015,3,2,5,8,9,7,0.201,7,1.12,783.34,562.65
TER_059,2015-04-30,2015,4,2,5,9,14,6,0.133,7,1.104,783.34,704.45
TER_059,2015-05-31,2015,5,2,5,10,14,3,0.532,7,1.06,783.34,599.91
TER_059,2015-06-30,2015,6,2,5,6,7,3,0.501,7,1.0,783.34,505.27
TER_059,2015-07-31,2015,7,2,5,5,8,5,0.247,7,0.94,783.34,511.7
TER_059,2015-08-31,2015,8,2,5,3,5,0,0.446,7,0.896,783.34,442.2
TER_059,2015-09-30,2015,9,2,5,10,13,1,0.346,7,0.88,783.34,577.65
TER_059,2015-10-31,2015,10,2,5,10,14,7,0.593,7,0.896,783.34,531.57
TER_059,2015-11-30,2015,11,2,5,11,17,8,0.804,7,0.94,783.34,531.06
TER_059,2015-12-31,2015,12,2,5,6,9,4,0.641,7,1.0,783.34,386.24
TER_059,2016-01-31,2016,1,2,5,12,18,5,0.46,7,1.06,783.34,602.5
TER_059,2016-02-29,2016,2,2,5,9,9,8,0.579,7,1.104,783.34,518.87
TER_059,2016-03-31,2016,3,2,5,7,8,4,0.391,7,1.12,783.34,610.49
TER_059,2016-04-30,2016,4,2,5,5,7,7,0.603,7,1.104,783.34,447.22
TER_059,2016-05-31,2016,5,2,5,4,5,2,0.516,7,1.06,783.34,420.98
TER_059,2016-06-30,2016,6,2,5,4,9,2,0.359,7,1.0,783.34,491.8
TER_059,2016-07-31,2016,7,2,5,8,12,2,0.225,7,0.94,783.34,571.28
TER_059,2016-08-31,2016,8,2,5,8,11,3,0.253,7,0.896,783.34,563.73
TER_059,2016-09-30,2016,9,2,5,8,11,2,0.333,7,0.88,783.34,566.29
TER_059,2016-10-31,2016,10,2,5,6,8,5,0.248,7,0.896,783.34,493.83
TER_059,2016-11-30,2016,11,2,5,8,11,3,0.719,7,0.94,783.34,434.5
TER_059,2016-12-31,2016,12,2,5,5,6,2,0.32,7,1.0,783.34,434.53
TER_059,2017-01-31,2017,1,2,5,6,12,6,0.768,7,1.06,783.34,411.34
TER_059,2017-02-28,2017,2,2,5,8,7,6,0.585,7,1.104,783.34,517.91
TER_059,2017-03-31,2017,3,2,5,9,15,3,0.439,7,1.12,783.34,587.83
TER_059,2017-04-30,2017,4,2,5,4,7,0,0.327,7,1.104,783.34,486.23
TER_059,2017-05-31,2017,5,2,5,7,13,4,0.3,7,1.06,783.34,585.39
TER_059,2017-06-30,2017,6,2,5,2,0,0,0.44,7,1.0,783.34,348.8
TER_059,2017-07-31,2017,7,2,5,6,10,3,0.577,7,0.94,783.34,448.71
TER_059,2017-08-31,2017,8,2,5,8,11,4,0.364,7,0.896,783.34,568.31
TER_059,2017-09-30,2017,9,2,5,13,16,9,0.367,7,0.88,783.34,714.5
TER_059,2017-10-31,2017,10,2,5,7,6,4,0.812,7,0.896,783.34,357.83
TER_059,2017-11-30,2017,11,2,5,8,11,5,0.834,7,0.94,783.34,423.12
TER_059,2017-12-31,2017,12,2,5,5,11,3,0.1,7,1.0,783.34,564.35
TER_059,2018-01-31,2018,1,2,5,3,6,2,0.307,7,1.06,783.34,432.75
TER_059,2018-02-28,2018,2,2,5,10,16,10,0.806,7,1.104,783.34,531.92
TER_059,2018-03-31,2018,3,2,5,9,14,11,0.378,7,1.12,783.34,679.2
TER_059,2018-04-30,2018,4,2,5,8,9,6,0.347,7,1.104,783.34,580.09
TER_059,2018-05-31,2018,5,2,5,11,15,4,0.278,7,1.06,783.34,599.48
TER_059,2018-06-30,2018,6,2,5,15,21,5,0.117,7,1.0,783.34,798.48
TER_059,2018-07-31,2018,7,2,5,7,13,1,0.546,7,0.94,783.34,515.06
TER_059,2018-08-31,2018,8,2,5,3,7,2,0.365,7,0.896,783.34,475.06
TER_059,2018-09-30,2018,9,2,5,13,15,6,0.779,7,0.88,783.34,539.35
TER_059,2018-10-31,2018,10,2,5,8,13,7,0.191,7,0.896,783.34,717.65
TER_059,2018-11-30,2018,11,2,5,7,5,5,0.622,7,0.94,783.34,446.5
TER_059,2018-12-31,2018,12,2,5,12,18,12,0.494,7,1.0,783.34,657.96
TER_059,2019-01-31,2019,1,2,5,13,22,10,0.1,7,1.06,783.34,817.36
TER_059,2019-02-28,2019,2,2,5,8,15,7,0.334,7,1.104,783.34,640.49
TER_059,2019-03-31,2019,3,2,5,7,16,2,0.294,7,1.12,783.34,648.56
TER_059,2019-04-30,2019,4,2,5,7,10,3,0.623,7,1.104,783.34,485.65
TER_059,2019-05-31,2019,5,2,5,8,8,3,0.301,7,1.06,783.34,550.46
TER_059,2019-06-30,2019,6,2,5,11,13,9,0.385,7,1.0,783.34,674.78
TER_059,2019-07-31,2019,7,2,5,6,6,1,0.85,7,0.94,783.34,320.63
TER_059,2019-08-31,2019,8,2,5,12,15,9,0.576,7,0.896,783.34,585.96
TER_059,2019-09-30,2019,9,2,5,9,14,4,0.613,7,0.88,783.34,446.06
TER_059,2019-10-31,2019,10,2,5,15,24,10,0.464,7,0.896,783.34,776.9
TER_060,2014-01-31,2014,1,3,5,4,3,2,0.393,7,1.06,415.48,291.91
TER_060,2014-02-28,2014,2,3,5,15,21,5,0.723,7,1.104,415.48,529.17
TER_060,2014-03-31,2014,3,3,5,7,8,2,0.735,7,1.12,415.48,258.49
TER_060,2014-04-30,2014,4,3,5,7,8,7,0.503,7,1.104,415.48,403.57
TER_060,2014-05-31,2014,5,3,5,5,4,4,0.706,7,1.06,415.48,211.74
TER_060,2014-06-30,2014,6,3,5,6,9,5,0.428,7,1.0,415.48,386.55
TER_060,2014-07-31,2014,7,3,5,7,8,3,0.407,7,0.94,415.48,343.72
TER_060,2014-08-31,2014,8,3,5,4,4,2,0.559,7,0.896,415.48,261.57
TER_060,2014-09-30,2014,9,3,5,6,8,3,0.535,7,0.88,415.48,322.94
TER_060,2014-10-31,2014,10,3,5,10,13,7,0.473,7,0.896,415.48,434.58
TER_060,2014-11-30,2014,11,3,5,8,10,3,0.569,7,0.94,415.48,364.06
TER_060,2014-12-31,2014,12,3,5,6,8,5,0.689,7,1.0,415.48,236.22
TER_060,2015-01-31,2015,1,3,5,7,13,8,0.394,7,1.06,415.48,411.46
TER_060,2015-02-28,2015,2,3,5,9,11,9,0.424,7,1.104,415.48,460.34
TER_060,2015-03-31,2015,3,3,5,6,10,2,0.281,7,1.12,415.48,429.98
TER_060,2015-04-30,2015,4,3,5,6,7,4,0.364,7,1.104,415.48,345.84
TER_060,2015-05-31,2015,5,3,5,10,14,6,0.281,7,1.06,415.48,511.05
TER_060,2015-06-30,2015,6,3,5,11,17,7,0.522,7,1.0,415.48,465.31
TER_060,2015-07-31,2015,7,3,5,10,13,6,0.503,7,0.94,415.48,416.93
TER_060,2015-08-31,2015,8,3,5,5,7,6,0.361,7,0.896,415.48,381.34
TER_060,2015-09-30,2015,9,3,5,6,13,8,0.46,7,0.88,415.48,397.86
TER_060,2015-10-31,2015,10,3,5,5,9,7,0.149,7,0.896,415.48,457.23
TER_060,2015-11-30,2015,11,3,5,8,13,6,0.283,7,0.94,415.48,453.57
TER_060,2015-12-31,2015,12,3,5,7,10,6,0.236,7,1.0,415.48,462.56
TER_060,2016-01-31,2016,1,3,5,5,9,1,0.332,7,1.06,415.48,418.57
TER_060,2016-02-29,2016,2,3,5,6,10,5,0.399,7,1.104,415.48,411.01
TER_060,2016-03-31,2016,3,3,5,6,9,0,0.361,7,1.12,415.48,386.66
TER_060,2016-04-30,2016,4,3,5,5,4,6,0.1,7,1.104,415.48,421.57
TER_060,2016-05-31,2016,5,3,5,9,12,6,0.285,7,1.06,415.48,522.44
TER_060,2016-06-30,2016,6,3,5,8,10,3,0.234,7,1.0,415.48,375.53
TER_060,2016-07-31,2016,7,3,5,6,11,5,0.454,7,0.94,415.48,344.37
TER_060,2016-08-31,2016,8,3,5,6,7,6,0.317,7,0.896,415.48,350.58
TER_060,2016-09-30,2016,9,3,5,16,24,15,0.307,7,0.88,415.48,653.29
TER_060,2016-10-31,2016,10,3,5,8,16,5,0.214,7,0.896,415.48,497.07
TER_060,2016-11-30,2016,11,3,5,8,7,4,0.263,7,0.94,415.48,438.36
TER_060,2016-12-31,2016,12,3,5,12,20,7,0.435,7,1.0,415.48,459.22
TER_060,2017-01-31,2017,1,3,5,7,10,2,0.305,7,1.06,415.48,438.2
TER_060,2017-02-28,2017,2,3,5,15,21,11,0.176,7,1.104,415.48,685.9
TER_060,2017-03-31,2017,3,3,5,7,14,4,0.246,7,1.12,415.48,471.31
TER_060,2017-04-30,2017,4,3,5,8,14,7,0.152,7,1.104,415.48,544.07
TER_060,2017-05-31,2017,5,3,5,10,13,6,0.185,7,1.06,415.48,531.94
TER_060,2017-06-30,2017,6,3,5,7,9,2,0.253,7,1.0,415.48,411.04
TER_060,2017-07-31,2017,7,3,5,6,11,3,0.85,7,0.94,415.48,270.79
TER_060,2017-08-31,2017,8,3,5,5,9,4,0.672,7,0.896,415.48,281.49
TER_060,2017-09-30,2017,9,3,5,12,17,4,0.333,7,0.88,415.48,521.76
TER_060,2017-10-31,2017,10,3,5,5,7,4,0.434,7,0.896,415.48,348.02
TER_060,2017-11-30,2017,11,3,5,10,12,8,0.28,7,0.94,415.48,492.69
TER_060,2017-12-31,2017,12,3,5,9,12,6,0.121,7,1.0,415.48,475.74
TER_060,2018-01-31,2018,1,3,5,5,6,3,0.321,7,1.06,415.48,357.29
TER_060,2018-02-28,2018,2,3,5,6,9,4,0.542,7,1.104,415.48,318.72
TER_060,2018-03-31,2018,3,3,5,9,14,6,0.243,7,1.12,415.48,507.65
TER_060,2018-04-30,2018,4,3,5,8,11,5,0.288,7,1.104,415.48,427.09
TER_060,2018-05-31,2018,5,3,5,10,16,7,0.593,7,1.06,415.48,447.48
TER_060,2018-06-30,2018,6,3,5,3,3,2,0.212,7,1.0,415.48,382.91
TER_060,2018-07-31,2018,7,3,5,16,26,12,0.375,7,0.94,415.48,689.49
TER_060,2018-08-31,2018,8,3,5,7,8,2,0.355,7,0.896,415.48,449.23
TER_060,2018-09-30,2018,9,3,5,9,12,4,0.515,7,0.88,415.48,383.11
TER_060,2018-10-31,2018,10,3,5,8,8,8,0.236,7,0.896,415.48,431.69
TER_060,2018-11-30,2018,11,3,5,12,19,7,0.2,7,0.94,415.48,566.2
TER_060,2018-12-31,2018,12,3,5,4,7,2,0.239,7,1.0,415.48,396.56
TER_060,2019-01-31,2019,1,3,5,14,21,11,0.207,7,1.06,415.48,662.31
TER_060,2019-02-28,2019,2,3,5,9,11,7,0.129,7,1.104,415.48,523.88
TER_060,2019-03-31,2019,3,3,5,9,17,3,0.368,7,1.12,415.48,492.72
TER_060,2019-04-30,2019,4,3,5,6,9,6,0.191,7,1.104,415.48,433.09
TER_060,2019-05-31,2019,5,3,5,11,12,6,0.255,7,1.06,415.48,501.98
TER_060,2019-06-30,2019,6,3,5,8,9,3,0.334,7,1.0,415.48,389.11
TER_060,2019-07-31,2019,7,3,5,8,14,2,0.597,7,0.94,415.48,359.81
TER_060,2019-08-31,2019,8,3,5,10,18,13,0.379,7,0.896,415.48,502.59
TER_060,2019-09-30,2019,9,3,5,8,9,6,0.469,7,0.88,415.48,383.25
TER_060,2019-10-31,2019,10,3,5,7,13,3,0.278,7,0.896,415.48,445.82
TER_061,2014-01-31,2014,1,1,2,4,4,2,0.385,8,1.06,940.54,495.5
TER_061,2014-02-28,2014,2,1,2,8,10,1,0.321,8,1.104,940.54,570.89
TER_061,2014-03-31,2014,3,1,2,7,10,4,0.535,8,1.12,940.54,616.02
TER_061,2014-04-30,2014,4,1,2,2,4,2,0.418,8,1.104,940.54,384.71
TER_061,2014-05-31,2014,5,1,2,11,15,10,0.291,8,1.06,940.54,694.86
TER_061,2014-06-30,2014,6,1,2,10,17,12,0.122,8,1.0,940.54,785.93
TER_061,2014-07-31,2014,7,1,2,8,9,7,0.1,8,0.94,940.54,710.23
TER_061,2014-08-31,2014,8,1,2,9,11,8,0.548,8,0.896,940.54,542.07
TER_061,2014-09-30,2014,9,1,2,3,5,2,0.234,8,0.88,940.54,525.47
TER_061,2014-10-31,2014,10,1,2,8,17,5,0.205,8,0.896,940.54,689.15
TER_061,2014-11-30,2014,11,1,2,7,8,4,0.567,8,0.94,940.54,551.24
TER_061,2014-12-31,2014,12,1,2,6,5,4,0.408,8,1.0,940.54,555.23
TER_061,2015-01-31,2015,1,1,2,6,7,4,0.314,8,1.06,940.54,541.3
TER_061,2015-02-28,2015,2,1,2,5,5,8,0.13,8,1.104,940.54,627.33
TER_061,2015-03-31,2015,3,1,2,7,8,5,0.199,8,1.12,940.54,601.43
TER_061,2015-04-30,2015,4,1,2,6,9,2,0.1,8,1.104,940.54,557.28
TER_061,2015-05-31,2015,5,1,2,8,13,8,0.213,8,1.06,940.54,689.21
TER_061,2015-06-30,2015,6,1,2,8,10,2,0.825,8,1.0,940.54,418.37
TER_061,2015-07-31,2015,7,1,2,6,4,3,0.383,8,0.94,940.54,478.39
TER_061,2015-08-31,2015,8,1,2,6,8,2,0.34,8,0.896,940.54,521.61
TER_061,2015-09-30,2015,9,1,2,11,14,7,0.233,8,0.88,940.54,721.07
TER_061,2015-10-31,2015,10,1,2,5,8,2,0.382,8,0.896,940.54,495.45
TER_061,2015-11-30,2015,11,1,2,9,16,7,0.429,8,0.94,940.54,661.15
TER_061,2015-12-31,2015,12,1,2,8,10,10,0.46,8,1.0,940.54,574.31
TER_061,2016-01-31,2016,1,1,2,13,17,9,0.537,8,1.06,940.54,689.41
TER_061,2016-02-29,2016,2,1,2,8,13,6,0.422,8,1.104,940.54,607.89
TER_061,2016-03-31,2016,3,1,2,6,6,1,0.541,8,1.12,940.54,485.78
TER_061,2016-04-30,2016,4,1,2,5,3,3,0.636,8,1.104,940.54,373.72
TER_061,2016-05-31,2016,5,1,2,9,14,7,0.791,8,1.06,940.54,506.17
TER_061,2016-06-30,2016,6,1,2,8,13,6,0.251,8,1.0,940.54,724.35
TER_061,2016-07-31,2016,7,1,2,4,7,0,0.281,8,0.94,940.54,534.35
TER_061,2016-08-31,2016,8,1,2,12,19,6,0.266,8,0.896,940.54,727.71
TER_061,2016-09-30,2016,9,1,2,7,9,4,0.221,8,0.88,940.54,547.22
TER_061,2016-10-31,2016,10,1,2,8,13,4,0.273,8,0.896,940.54,637.59
TER_061,2016-11-30,2016,11,1,2,1,2,1,0.177,8,0.94,940.54,444.51
TER_061,2016-12-31,2016,12,1,2,3,4,2,0.434,8,1.0,940.54,395.72
TER_061,2017-01-31,2017,1,1,2,9,16,6,0.652,8,1.06,940.54,587.92
TER_061,2017-02-28,2017,2,1,2,6,11,6,0.286,8,1.104,940.54,598.53
TER_061,2017-03-31,2017,3,1,2,9,12,5,0.615,8,1.12,940.54,622.87
TER_061,2017-04-30,2017,4,1,2,5,9,3,0.201,8,1.104,940.54,597.58
TER_061,2017-05-31,2017,5,1,2,2,1,0,0.564,8,1.06,940.54,332.92
TER_061,2017-06-30,2017,6,1,2,6,10,4,0.577,8,1.0,940.54,533.71
TER_061,2017-07-31,2017,7,1,2,7,9,5,0.132,8,0.94,940.54,673.5
TER_061,2017-08-31,2017,8,1,2,7,10,4,0.166,8,0.896,940.54,585.4
TER_061,2017-09-30,2017,9,1,2,6,10,3,0.609,8,0.88,940.54,479.8
TER_061,2017-10-31,2017,10,1,2,7,13,5,0.317,8,0.896,940.54,579.54
TER_061,2017-11-30,2017,11,1,2,5,8,1,0.281,8,0.94,940.54,506.29
TER_061,2017-12-31,2017,12,1,2,9,16,8,0.322,8,1.0,940.54,720.65
TER_061,2018-01-31,2018,1,1,2,11,19,2,0.382,8,1.06,940.54,700.77
TER_061,2018-02-28,2018,2,1,2,9,12,2,0.308,8,1.104,940.54,647.9
TER_061,2018-03-31,2018,3,1,2,8,10,5,0.375,8,1.12,940.54,681.3
TER_061,2018-04-30,2018,4,1,2,7,10,5,0.1,8,1.104,940.54,665.28
TER_061,2018-05-31,2018,5,1,2,5,6,4,0.251,8,1.06,940.54,519.39
TER_061,2018-06-30,2018,6,1,2,3,3,1,0.485,8,1.0,940.54,389.11
TER_061,2018-07-31,2018,7,1,2,6,11,3,0.444,8,0.94,940.54,503.88
TER_061,2018-08-31,2018,8,1,2,8,13,6,0.1,8,0.896,940.54,689.25
TER_061,2018-09-30,2018,9,1,2,6,8,2,0.155,8,0.88,940.54,552.07
TER_061,2018-10-31,2018,10,1,2,5,10,3,0.203,8,0.896,940.54,544.86
TER_061,2018-11-30,2018,11,1,2,3,3,1,0.269,8,0.94,940.54,460.51
TER_061,2018-12-31,2018,12,1,2,15,22,8,0.336,8,1.0,940.54,875.13
TER_061,2019-01-31,2019,1,1,2,5,5,1,0.606,8,1.06,940.54,362.29
TER_061,2019-02-28,2019,2,1,2,6,11,2,0.457,8,1.104,940.54,533.35
TER_061,2019-03-31,2019,3,1,2,9,14,4,0.542,8,1.12,940.54,595.47
TER_061,2019-04-30,2019,4,1,2,9,12,7,0.352,8,1.104,940.54,677.17
TER_061,2019-05-31,2019,5,1,2,4,7,1,0.101,8,1.06,940.54,558.44
TER_061,2019-06-30,2019,6,1,2,6,9,4,0.293,8,1.0,940.54,565.52
TER_061,2019-07-31,2019,7,1,2,5,7,3,0.423,8,0.94,940.54,567.5
TER_061,2019-08-31,2019,8,1,2,5,11,4,0.488,8,0.896,940.54,469.86
TER_061,2019-09-30,2019,9,1,2,6,9,3,0.134,8,0.88,940.54,635.26
TER_061,2019-10-31,2019,10,1,2,4,9,2,0.306,8,0.896,940.54,517.87
TER_062,2014-01-31,2014,1,2,7,7,13,4,0.347,5,1.06,622.65,522.2
TER_062,2014-02-28,2014,2,2,7,10,11,3,0.624,5,1.104,622.65,458.17
TER_062,2014-03-31,2014,3,2,7,14,16,9,0.446,5,1.12,622.65,630.39
TER_062,2014-04-30,2014,4,2,7,13,18,7,0.381,5,1.104,622.65,655.94
TER_062,2014-05-31,2014,5,2,7,8,11,5,0.378,5,1.06,622.65,495.94
TER_062,2014-06-30,2014,6,2,7,7,8,6,0.258,5,1.0,622.65,516.58
TER_062,2014-07-31,2014,7,2,7,12,18,8,0.444,5,0.94,622.65,589.09
TER_062,2014-08-31,2014,8,2,7,10,10,4,0.245,5,0.896,622.65,505.9
TER_062,2014-09-30,2014,9,2,7,10,15,9,0.463,5,0.88,622.65,569.33
TER_062,2014-10-31,2014,10,2,7,9,12,9,0.1,5,0.896,622.65,616.24
